line_path,page_id,source_id,line_id,text,width,height,n_chars
jagannatha1955__004__r2l13.png,jagannatha1955__004,jagannatha1955,r2l13,३ --- श्री ब्रह्माक्षरप्रकाश अथवा हिन्दी शोर्टहैंड मैनु-,1433,159,56
jagannatha1955__004__r2l15.png,jagannatha1955__004,jagannatha1955,r2l15,ढंग से दिखलाकर बड़ी ही सुगमता से पिटमैन सिस्टम पर,1667,186,49
jagannatha1955__004__r2l16.png,jagannatha1955__004,jagannatha1955,r2l16,हिन्दा शॉर्टहैंड सिखाने की सुन्दर विधि बतलाई है । पुस्तक,1678,124,56
jagannatha1955__004__r2l17.png,jagannatha1955__004,jagannatha1955,r2l17,हाईस्कूल और इन्टर के कोर्स में स्वीकृत है । इससे सुन्दर और,1651,114,58
jagannatha1955__004__r2l18.png,jagannatha1955__004,jagannatha1955,r2l18,सुगम इस विषय पर दूसरी पुस्तक नहीं है । मूल्य ४),1433,152,47
jagannatha1955__004__r2l22.png,jagannatha1955__004,jagannatha1955,r2l22,"(राजा) रामकुमार-प्रेस, बुकडिपो,",940,150,31
jagannatha1955__004__r2l23.png,jagannatha1955__004,jagannatha1955,r2l23,"उत्तराधिकारी -- नवलकिशोर-प्रेस, बुकडिपो",1130,128,39
jagannatha1955__004__r2l24.png,jagannatha1955__004,jagannatha1955,r2l24,"पोस्टबक्स नं० १५२, हजरतगंज लखनऊ,",977,173,32
jagannatha1955__01__r2l1.png,jagannatha1955__01,jagannatha1955,r2l1,अथ श्रीगंगालहरी प्रारभ्यते,1559,99,26
jagannatha1955__01__r2l8.png,jagannatha1955__01,jagannatha1955,r2l8,समृद्ध सौभाग्यं सकल वसुधायाः किमपि तन्,1657,137,38
jagannatha1955__01__r2l12.png,jagannatha1955__01,jagannatha1955,r2l12,महैश्वर्यं लीलाजनितजगत: खण्डपरशो: ।,1525,85,35
jagannatha1955__01__r2l15.png,jagannatha1955__01,jagannatha1955,r2l15,श्रुतीनां सर्वस्वं सुकृतमथमूर्तं सुमनसां,1355,81,40
jagannatha1955__01__r2l17.png,jagannatha1955__01,jagannatha1955,r2l17,सुधा सौन्दर्यं ते सलिलमशिवं न: शमयतु ॥,1519,104,38
jagannatha1955__01__r2l18.png,jagannatha1955__01,jagannatha1955,r2l18,(१),234,99,3
jagannatha1955__01__r2l19.png,jagannatha1955__01,jagannatha1955,r2l19,सारे पृथ्वी-मण्डल का जो एक महत् सौन्दर्य स्वरूप ।,1472,108,49
jagannatha1955__01__r2l20.png,jagannatha1955__01,jagannatha1955,r2l20,जगत-जनक भगवान सदाशिव का जो है ऐश्वर्य अनूप ॥,1490,117,44
jagannatha1955__01__r2l21.png,jagannatha1955__01,jagannatha1955,r2l21,"वेदों का सर्वस्व, देवताओं के जिसमें पुण्य भरे ।",1468,113,47
jagannatha1955__01__r2l22.png,jagannatha1955__01,jagannatha1955,r2l22,अमृत-तुल्य वह मधु जल तेरा पाप हमारे दूर करे ॥,1490,117,45
jagannatha1955__02__line_1518187142840_92.png,jagannatha1955__02,jagannatha1955,line_1518187142840_92,[ २ ],270,95,5
jagannatha1955__02__line_1518187139686_91.png,jagannatha1955__02,jagannatha1955,line_1518187139686_91,(२),269,90,3
jagannatha1955__02__r2l4.png,jagannatha1955__02,jagannatha1955,r2l4,दरिद्राणां दैन्यं दुरितमथ दुर्वासनहृदां,1360,151,39
jagannatha1955__02__r2l7.png,jagannatha1955__02,jagannatha1955,r2l7,द्रुतं दूरीकुर्वन् सकृदुपगतो दृष्टिसरणिम् ।,1381,86,43
jagannatha1955__02__r2l9.png,jagannatha1955__02,jagannatha1955,r2l9,अपिद्रागाविद्याद्रुमदलनदीक्षागुरुरिह,1297,85,36
jagannatha1955__02__r2l10.png,jagannatha1955__02,jagannatha1955,r2l10,प्रवाहस्ते वारां श्रियमयमपारां दिशतु न: ॥,1564,122,41
jagannatha1955__02__line_1518187136998_90.png,jagannatha1955__02,jagannatha1955,line_1518187136998_90,(२),224,91,3
jagannatha1955__02__r2l12.png,jagannatha1955__02,jagannatha1955,r2l12,केवल एक बार दर्शन से दुसह दीनता जाती है ।,1499,123,41
jagannatha1955__02__r2l13.png,jagannatha1955__02,jagannatha1955,r2l13,पापात्मा पापी को निर्मल बिठला पास बनाती है ॥,1502,112,44
jagannatha1955__02__r2l14.png,jagannatha1955__02,jagannatha1955,r2l14,वृक्ष अविद्या का उखाड़ता गुरूमन्त्र के सदृश जो ।,1505,118,48
jagannatha1955__02__r2l15.png,jagannatha1955__02,jagannatha1955,r2l15,जलप्रवाह तेरा ये माता दे अपार लक्ष्मी मुझको ॥,1484,114,45
jagannatha1955__02__line_1518187133339_89.png,jagannatha1955__02,jagannatha1955,line_1518187133339_89,(३),270,95,3
jagannatha1955__02__r2l21.png,jagannatha1955__02,jagannatha1955,r2l21,स्मृतिं याता पुं सामकृतसुकृतानामपि च या,1559,86,39
jagannatha1955__02__r2l23.png,jagannatha1955__02,jagannatha1955,r2l23,हरत्यन्तस्तन्द्रां तिमिरमिव चण्डांशुसरणि: ।,1525,121,43
jagannatha1955__02__r2l25.png,jagannatha1955__02,jagannatha1955,r2l25,इयं सा ते मूर्ति: सकलसुरसंसेव्यसलिला,1447,90,36
jagannatha1955__02__r2l26.png,jagannatha1955__02,jagannatha1955,r2l26,ममान्त: सन्तापं त्रिविधमपि पापञ्च हरताम् ॥,1655,121,42
jagannatha1955__02__line_1518187129898_88.png,jagannatha1955__02,jagannatha1955,line_1518187129898_88,(३),219,90,3
jagannatha1955__02__r2l28.png,jagannatha1955__02,jagannatha1955,r2l28,सूर्यकिरण जैसे जग में आ अन्धकार को हरती है ।,1466,114,44
jagannatha1955__02__r2l29.png,jagannatha1955__02,jagannatha1955,r2l29,याद तुम्हारी आ हिरदे में नष्ट पाप को करती है ॥,1424,111,46
jagannatha1955__02__r2l31.png,jagannatha1955__02,jagannatha1955,r2l31,सभी देवताओं से सेवित कर करुणा जो दुःख हरे ।,1467,116,43
jagannatha1955__02__r2l32.png,jagannatha1955__02,jagannatha1955,r2l32,"त्रिविध ताप मेरे, तव मूरति, गंगा माता, दूर करे ॥",1492,124,48
jagannatha1955__03__r2l1.png,jagannatha1955__03,jagannatha1955,r2l1,[३],271,190,3
jagannatha1955__03__line_1518187492175_104.png,jagannatha1955__03,jagannatha1955,line_1518187492175_104,(४),263,98,3
jagannatha1955__03__r2l3.png,jagannatha1955__03,jagannatha1955,r2l3,तवालम्बादम्ब स्फुरदलघुगर्वेण सहसा,1356,149,33
jagannatha1955__03__r2l4.png,jagannatha1955__03,jagannatha1955,r2l4,मया सर्वेऽवज्ञासरणिमथ नीता: सुरगण: ।,1552,127,36
jagannatha1955__03__r2l5.png,jagannatha1955__03,jagannatha1955,r2l5,इदानीमौदास्यं यदि भजसि भागीरथि तदा,1514,137,34
jagannatha1955__03__r2l6.png,jagannatha1955__03,jagannatha1955,r2l6,निराधारो हा रोदिमि कथय केषामिहपुर: ॥,1534,127,36
jagannatha1955__03__line_1518187494800_105.png,jagannatha1955__03,jagannatha1955,line_1518187494800_105,(४),224,94,3
jagannatha1955__03__r2l8.png,jagannatha1955__03,jagannatha1955,r2l8,"अम्बे, पा अवलम्ब तुम्हारा अहंकार चित में लीना ।",1499,123,47
jagannatha1955__03__r2l9.png,jagannatha1955__03,jagannatha1955,r2l9,सब देवों का मैंने एकदम तिरस्कार ही कर दीना ॥,1483,123,44
jagannatha1955__03__r2l10.png,jagannatha1955__03,jagannatha1955,r2l10,"भागीरथी, समय ऐसे पर जो निराश मैं होऊँगा ।",1456,124,41
jagannatha1955__03__r2l11.png,jagannatha1955__03,jagannatha1955,r2l11,"तुम्हीं बताओ, मा, फिर जाकर किसके आगे रोऊँगा ॥",1496,131,45
jagannatha1955__03__line_1518187497875_106.png,jagannatha1955__03,jagannatha1955,line_1518187497875_106,(५),274,97,3
jagannatha1955__03__r2l13.png,jagannatha1955__03,jagannatha1955,r2l13,अपि प्राज्यं राज्यं तृणमिव परित्यज्य सहसा,1586,152,41
jagannatha1955__03__r2l14.png,jagannatha1955__03,jagannatha1955,r2l14,विलोलद्वानीरं तव जननि तीरं श्रितवताम् ।,1603,142,39
jagannatha1955__03__r2l15.png,jagannatha1955__03,jagannatha1955,r2l15,सुधातः स्वादीयः सलिलमिदमातृप्ति पिबतां,1553,108,38
jagannatha1955__03__r2l17.png,jagannatha1955__03,jagannatha1955,r2l17,जनानामानन्द: परिहसति निर्वाणपदवीम् ॥,1576,74,36
jagannatha1955__03__line_1518187478269_103.png,jagannatha1955__03,jagannatha1955,line_1518187478269_103,(५),216,90,3
jagannatha1955__03__r2l19.png,jagannatha1955__03,jagannatha1955,r2l19,"जननी, छोड़ बड़े राज्यों को बड़भागी जो तट सेवें ।",1475,128,48
jagannatha1955__03__r2l20.png,jagannatha1955__03,jagannatha1955,r2l20,काँसादिक लहराते जिसमें उत्तम अमृत जल पीवें ॥,1511,125,44
jagannatha1955__03__r2l21.png,jagannatha1955__03,jagannatha1955,r2l21,"उनके आनन्दों की सीमा कहो, कौन वर्णन कर दे ।",1504,117,43
jagannatha1955__03__r2l22.png,jagannatha1955__03,jagannatha1955,r2l22,मोक्ष-सुखों की क्या बिसात जो उसके आगे मन भर दे ॥,1492,135,48
jagannatha1955__04__r3l1.png,jagannatha1955__04,jagannatha1955,r3l1,। ४ ।,262,130,5
jagannatha1955__04__line_1518187643571_107.png,jagannatha1955__04,jagannatha1955,line_1518187643571_107,(६),283,90,3
jagannatha1955__04__r3l3.png,jagannatha1955__04,jagannatha1955,r3l3,उदञ्चन्मार्तण्डस्फुटकपटहेरम्बजननी-,1312,153,34
jagannatha1955__04__r3l6.png,jagannatha1955__04,jagannatha1955,r3l6,कटाक्षव्याक्षेपक्षणजनितसंक्षोभनिवहा: ।,1480,106,38
jagannatha1955__04__r3l9.png,jagannatha1955__04,jagannatha1955,r3l9,भवन्तु त्वङ्गन्तो हरशिरसि गङ्गातनुभुव-,1393,90,38
jagannatha1955__04__r3l11.png,jagannatha1955__04,jagannatha1955,r3l11,स्तरङ्गाः प्रोत्तुङ्गा दुरितभयभङ्गाय भवताम् ॥,1540,122,45
jagannatha1955__04__line_1518187646644_108.png,jagannatha1955__04,jagannatha1955,line_1518187646644_108,(६),199,87,3
jagannatha1955__04__r3l13.png,jagannatha1955__04,jagannatha1955,r3l13,सूर्योदय के समय पार्वती ने कटाक्ष से जब देखा ।,1472,130,46
jagannatha1955__04__r3l14.png,jagannatha1955__04,jagannatha1955,r3l14,उपजा क्षोभ क्षणिक हिरदे में पर विनोद कर तुम लेखा ॥,1498,121,50
jagannatha1955__04__r3l15.png,jagannatha1955__04,jagannatha1955,r3l15,जो शिव-जटा बीच हर्षित हो सदा खेलती मातु रहें ।,1453,120,46
jagannatha1955__04__r3l16.png,jagannatha1955__04,jagannatha1955,r3l16,ऊँची ऊँची लहरें उनकी पाप आपके दूर करें ॥,1471,139,40
